content_id,content_type,title,category,publish_date,source,source_url,status
cdc_k_301158,knowledge,首届职业健康传播作品征集活动优秀作品名单,职业健康与中毒控制,2020-04-21,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zyjkxchd/202004/t20200421_301158.html,published
cdc_k_301159,knowledge,关于开展2021年《职业病防治法》宣传周活动的通知,职业健康与中毒控制,2021-04-19,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zyjkxchd/202104/t20210419_301159.html,published
cdc_k_301160,knowledge,2021年《职业病防治法》宣传周主题海报,职业健康与中毒控制,2021-04-19,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zyjkxchd/202104/t20210419_301160.html,published
cdc_k_301161,knowledge,全力保护劳动者健康---庆祝建党100周年，历年《职业病防治法》宣传周活动回顾,职业健康与中毒控制,2021-04-20,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zyjkxchd/202104/t20210420_301161.html,published
cdc_k_301162,knowledge,关于开展2022年《职业病防治法》宣传周活动的通知,职业健康与中毒控制,2022-04-19,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zyjkxchd/202204/t20220419_301162.html,published
cdc_k_301163,knowledge,关于开展2023年《职业病防治法》宣传周活动的通知,职业健康与中毒控制,2023-04-13,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zyjkxchd/202304/t20230413_301163.html,published
cdc_k_301164,knowledge,职业健康素养60条（折页及展板）——第22个全国《职业病防治法》宣传周,职业健康与中毒控制,2024-04-12,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zyjkxchd/202404/t20240412_301164.html,published
cdc_k_301165,knowledge,2024年《职业病防治法》宣传周,职业健康与中毒控制,2024-04-15,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zyjkxchd/202404/t20240415_301165.html,published
cdc_k_302127,knowledge,科学防晒全面护肤要点早知道（二）,环境健康,2024-10-26,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/hxwz/202410/t20241026_302127.html,published
cdc_k_302128,knowledge,科学防晒全面护肤要点早知道（一）,环境健康,2024-10-26,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/hxwz/202410/t20241026_302128.html,published
cdc_k_302729,knowledge,时间就是心肌，时间就是生命,慢性非传染性疾病,2024-11-20,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/xxg/202411/t20241120_302729.html,published
cdc_k_303429,knowledge,防血栓，勿久坐,慢性非传染性疾病,2024-10-14,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/xxg/202412/t20241220_303429.html,published
cdc_k_303744,knowledge,糖尿病患者自测血糖的七个误区，你中了几个？,慢性非传染性疾病,2025-01-08,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/fpdx/202501/t20250108_303744.html,published
cdc_k_305023,knowledge,我们身边的辐射——氡,放射卫生,2025-03-17,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/fsws/dwh/202503/t20250317_305023.html,published
cdc_k_305288,knowledge,都是花粉惹的祸：典型症状识别与科学防护,环境健康,2025-03-25,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/kqzl/202503/t20250325_305288.html,published
cdc_k_305650,knowledge,关于家里的饮用水安全，很多人都忽略了这几点,环境健康,2025-04-01,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/szljk/202504/t20250402_305650.html,published
cdc_k_305783,knowledge,春日沙尘来袭，如何守护我们的健康？,环境健康,2025-04-03,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/kqzl/202504/t20250407_305783.html,published
cdc_k_305867,knowledge,环境所应邀在世界卫生组织第二届全球空气污染与健康大会上举办科普画展,环境健康,2025-04-10,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/kqzl/202504/t20250410_305867.html,published
cdc_k_305918,knowledge,全国儿童预防接种日—预防接种宣传核心信息（2025年版）,免疫规划,2025-04-10,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mygh/ztrxc/202504/t20250411_305918.html,published
cdc_k_305925,knowledge,高血压开始盯上年轻人，7成患者不知道自己得病！,慢性非传染性疾病,2025-04-11,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/xxg/202504/t20250414_305925.html,published
cdc_k_306066,knowledge,一个让你很难瘦下来的原因，很多人都不知道,慢性非传染性疾病,2025-04-18,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/fpdx/202504/t20250418_306066.html,published
cdc_k_306184,knowledge,这种厨房里的“隐形杀手”能致癌！很多人天天面对却不知道，快提醒家人,环境健康,2025-04-23,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/snhj/202504/t20250423_306184.html,published
cdc_k_306199,knowledge,结直肠癌早期症状易忽略，很多人就诊已是晚期！9个早期求救信号别忽视,慢性非传染性疾病,2025-04-24,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/zlaz/202504/t20250424_306199.html,published
cdc_k_306320,knowledge,2025年《职业病防治法》宣传周,职业健康与中毒控制,2025-04-28,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zyjkxchd/202504/t20250428_306320.html,published
cdc_k_306453,knowledge,【食管癌警示症状】能吃能喝就没毛病吗？,慢性非传染性疾病,2025-05-03,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/zlaz/202505/t20250503_306453.html,published
cdc_k_306466,knowledge,功夫结核 老年人结核防控篇,传染病,2025-05-04,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202505/t20250504_306466.html,published
cdc_k_306655,knowledge,职场忙到飞起，8招筑起健康“心盔甲”,职业健康与中毒控制,2025-05-09,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zybfzzs/202505/t20250509_306655.html,published
cdc_k_306698,knowledge,学校和家长仍要警惕！这种很容易在学校传播的传染病，最简预防方法,传染病,2025-05-12,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202505/t20250512_306698.html,published
cdc_k_306815,knowledge,家长必看：几种疫苗一起打，会伤孩子的身体吗？会增加不良反应吗？5个问题一次性说清,免疫规划,2025-05-14,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mygh/ymyf/202505/t20250515_306815.html,published
cdc_k_306895,knowledge,儿童、成年人、老年人分别应该接种哪些疫苗？疾控建议来了,免疫规划,2025-05-19,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mygh/ymyf/202505/t20250519_306895.html,published
cdc_k_306984,knowledge,疫苗的“生命线”如何守护？一文看懂疫苗冷链全程,免疫规划,2025-05-23,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mygh/ymyf/202505/t20250523_306984.html,published
cdc_k_307226,knowledge,体重可管理，减肥有原则,慢性非传染性疾病,2025-05-06,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/fpdx/202506/t20250603_307226.html,published
cdc_k_307472,knowledge,这几个保障家庭用水安全的细节，很多人都忽略了，农村更要注意！,环境健康,2025-06-09,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/szljk/202506/t20250609_307472.html,published
cdc_k_307553,knowledge,为孩子营造“烟草零暴露”的成长环境,烟草控制,2025-06-11,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yckz/ycwh/202506/t20250611_307553.html,published
cdc_k_307554,knowledge,早戒烟 早受益,烟草控制,2025-06-11,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yckz/jygy/202506/t20250611_307554.html,published
cdc_k_307555,knowledge,电子烟不是时尚 警惕电子烟的健康风险,烟草控制,2025-06-11,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yckz/ycwh/202506/t20250611_307555.html,published
cdc_k_307556,knowledge,吸烟危害泌尿系统健康,烟草控制,2025-06-11,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yckz/ycwh/202506/t20250611_307556.html,published
cdc_k_307557,knowledge,守护女性健康 从远离烟草开始,烟草控制,2025-06-11,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yckz/ycwh/202506/t20250611_307557.html,published
cdc_k_307562,knowledge,青少年吸烟可能影响大脑发育,烟草控制,2025-06-11,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yckz/ycwh/202506/t20250611_307562.html,published
cdc_k_307621,knowledge,生命无价 别让烟草吞噬明天,烟草控制,2025-06-13,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yckz/ycwh/202506/t20250613_307621.html,published
cdc_k_307622,knowledge,吸烟不仅影响健康 还会破坏你的“颜值”,烟草控制,2025-06-13,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yckz/ycwh/202506/t20250613_307622.html,published
cdc_k_308170,knowledge,夏季高发！拉肚子出现这几种情况，快去医院！,传染病,2025-07-03,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/bcr/202507/t20250703_308170.html,published
cdc_k_308215,knowledge,国家疾病预防控制局和中国气象局联合发布高温健康风险预警（2025年第5期）,环境健康,2025-07-06,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202507/t20250706_308215.html,published
cdc_k_308266,knowledge,疱疹性咽峡炎即将进入高发期，家长们要注意,传染病,2025-07-09,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/bcr/202507/t20250709_308266.html,published
cdc_k_308304,knowledge,国家疾病预防控制局和中国气象局联合发布高温健康风险预警（2025年第6期）,环境健康,2025-07-12,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202507/t20250712_308304.html,published
cdc_k_308334,knowledge,带状疱疹疼起来很“要命”，如针扎，似火烧！1个方法有效预防,免疫规划,2025-07-14,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mygh/ymyf/202507/t20250714_308334.html,published
cdc_k_308335,knowledge,国家疾病预防控制局和中国气象局联合发布高温健康风险预警（2025年第7期）,环境健康,2025-07-14,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202507/t20250714_308335.html,published
cdc_k_308505,knowledge,国家疾病预防控制局和中国气象局联合发布高温健康风险预警（2025年第8期）,环境健康,2025-07-15,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202507/t20250715_308505.html,published
cdc_k_308513,knowledge,夏季警惕这2种蚊媒传染病！做好4步有效防治,传染病,2025-07-16,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202507/t20250716_308513.html,published
cdc_k_308577,knowledge,夏日碧波间的游泳健康守护,环境健康,2025-07-20,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/szljk/202507/t20250720_308577.html,published
cdc_k_308585,knowledge,猴痘健康防护提示,传染病,2025-07-21,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202507/t20250721_308585.html,published
cdc_k_308690,knowledge,发烧、喉咙“长泡泡”，疼的吃不下饭.....孩子可能是得了这种病→（不是手足口病）,传染病,2025-07-23,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/bcr/202507/t20250723_308690.html,published
cdc_k_308967,knowledge,夏季防蚊重点提示：警惕寨卡病毒病，共防基孔肯雅热与登革热,传染病,2025-07-25,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202507/t20250725_308967.html,published
cdc_k_309058,knowledge,@全体家长 孩子户外活动，小心受伤！这3件事一定要牢记！,慢性非传染性疾病,2025-07-30,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/shfk/202507/t20250730_309058.html,published
cdc_k_309132,knowledge,国家疾病预防控制局和中国气象局联合发布高温健康风险预警（2025年第9期）,环境健康,2025-08-03,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202508/t20250803_309132.html,published
cdc_k_309139,knowledge,桑拿天热易中暑，防护知识要清楚,环境健康,2025-08-04,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202508/t20250804_309139.html,published
cdc_k_309217,knowledge,基孔肯雅热,传染病,2025-08-08,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/qtcr/202508/t20250808_309217.html,published
cdc_k_309544,knowledge,国家疾病预防控制局和中国气象局联合发布高温健康风险预警（2025年第10期）,环境健康,2025-08-18,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202508/t20250818_309544.html,published
cdc_k_309631,knowledge,国家疾病预防控制局和中国气象局联合发布高温健康风险预警（2025年第11期）,环境健康,2025-08-20,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202508/t20250820_309631.html,published
cdc_k_309651,knowledge,一图读懂GBZ 337—2025《职业性创伤后应激障碍诊断标准》,职业健康与中毒控制,2025-08-21,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zybfzzs/202508/t20250821_309651.html,published
cdc_k_309714,knowledge,国家疾病预防控制局和中国气象局联合发布高温健康风险预警（2025年第12期）,环境健康,2025-08-21,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202508/t20250821_309714.html,published
cdc_k_309908,knowledge,核事故的公众防护,放射卫生,2025-08-27,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/fsws/hfs/202508/t20250827_309908.html,published
cdc_k_309909,knowledge,核事故后的居家个人去污,放射卫生,2025-08-27,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/fsws/hfs/202508/t20250827_309909.html,published
cdc_k_309919,knowledge,放射诊疗安全与防护告知科普挂图,放射卫生,2025-08-27,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/fsws/fsfh/202508/t20250827_309919.html,published
cdc_k_309934,knowledge,医用X射线诊断设备的辐射防护,放射卫生,2025-08-27,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/fsws/fsfh/202508/t20250827_309934.html,published
cdc_k_310148,knowledge,这几种常见的水生宠物，别直接碰！家里有娃的，尤其要注意！,传染病,2025-09-03,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/qtcr/202509/t20250903_310148.html,published
cdc_k_310329,knowledge,急性出血性结膜炎：常见误区大揭秘,传染病,2025-09-09,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/bcr/202509/t20250909_310329.html,published
cdc_k_310347,knowledge,9月10日世界预防自杀日——理解支持 守护生命,慢性非传染性疾病,2025-09-10,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/shfk/202509/t20250910_310347.html,published
cdc_k_312714,knowledge,青少年，这样躲开“亲吻病”的偷袭,传染病,2025-09-27,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/qtcr/202509/t20250927_312714.html,published
cdc_k_312905,knowledge,你我共同行动，共筑狂犬病防控防线,传染病,2025-10-11,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202510/t20251011_312905.html,published
cdc_k_313231,knowledge,这些人得流感后更容易发展为重症全面教您如何预防、应对,传染病,2025-11-03,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/bcr/202511/t20251103_313231.html,published
cdc_k_313236,knowledge,带娃打疫苗，一针就能防多病？！这份新版疫苗攻略快收好→,免疫规划,2025-11-03,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mygh/ymyf/202511/t20251103_313236.html,published
cdc_k_313353,knowledge,关于手足口病的8个常见误区，一次说清！,传染病,2025-11-07,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/bcr/202511/t20251107_313353.html,published
cdc_k_313416,knowledge,这件事会显著增加结直肠癌、乳腺癌等13类癌症的发生风险，要早做预防！,慢性非传染性疾病,2025-11-11,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/zlaz/202511/t20251111_313416.html,published
cdc_k_313511,knowledge,传染性强，还可能在学校、泳池扎堆暴发，这种病如何预防→,传染病,2025-11-17,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/bcr/202511/t20251117_313511.html,published
cdc_k_313860,knowledge,寒潮来袭，别让健康“降温”！,环境健康,2025-12-04,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202512/t20251204_313860.html,published
cdc_k_314064,knowledge,大雪节气话饮食,营养与健康,2025-12-10,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202512/t20251210_314064.html,published
cdc_k_314140,knowledge,寒潮来袭，各类人群防护指南请收好！,环境健康,2025-12-16,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202512/t20251216_314140.html,published
cdc_k_314207,knowledge,流感防护消毒指南（学校篇）,环境健康,2025-12-22,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/xdgr/202512/t20251222_314207.html,published
cdc_k_314212,knowledge,除了打疫苗，这几件事也是预防流感的关键！,传染病,2025-12-22,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/bcr/202512/t20251222_314212.html,published
cdc_k_314233,knowledge,冬至食养：藏在千年习俗里的营养智慧,营养与健康,2025-12-23,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202512/t20251223_314233.html,published
cdc_k_314274,knowledge,劝你真的别再继续胖下去了！尤其职场人,职业健康与中毒控制,2025-12-25,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/zyjk/zyjk/zybfzzs/202512/t20251225_314274.html,published
cdc_k_314300,knowledge,流感高发期，家庭消毒如何做？,传染病,2025-12-29,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/bcr/202512/t20251229_314300.html,published
cdc_k_314319,knowledge,冬季减重为何更难？突破平台期的代谢密码,营养与健康,2025-12-29,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/rqyy/202512/t20251229_314319.html,published
cdc_k_314329,knowledge,呼吸道合胞病毒：婴幼儿需要警惕的常见病原体,传染病,2025-12-30,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/qtcr/202512/t20251230_314329.html,published
cdc_k_314379,knowledge,就这么做，让孩子的早餐营养得满分,营养与健康,2025-12-31,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202512/t20251231_314379.html,published
cdc_k_314414,knowledge,小寒时节话红枣,营养与健康,2026-01-05,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202601/t20260105_314414.html,published
cdc_k_314527,knowledge,总咳嗽、易感冒，饮食防治有诀窍,营养与健康,2026-01-08,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/jbyy/202601/t20260108_314527.html,published
cdc_k_314535,knowledge,一文读懂“多面手”人腺病毒,传染病,2026-01-08,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/qtcr/202601/t20260108_314535.html,published
cdc_k_314548,knowledge,除流感病毒外，这种病毒是当前引起呼吸道疾病的主要病原体之一！和流感有哪些不同,传染病,2026-01-09,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/qtcr/202601/t20260109_314548.html,published
cdc_k_314601,knowledge,雨雪来袭！除了冻伤和跌倒，这些风险也要防→,环境健康,2026-01-13,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/qhbh/202601/t20260113_314601.html,published
cdc_k_314731,knowledge,一个非常简单的做法，却能有效预防胃癌！推荐给所有人,慢性非传染性疾病,2026-01-19,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/zlaz/202601/t20260119_314731.html,published
cdc_k_314732,knowledge,这种糖尿病最严重的并发症之一，很多糖友都忽略了，直到脚烂了才去看病……,慢性非传染性疾病,2026-01-19,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/mxfcrb/fpdx/202601/t20260119_314732.html,published
cdc_k_314761,knowledge,大寒节气话佳蔬,营养与健康,2026-01-21,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202601/t20260121_314761.html,published
cdc_k_314776,knowledge,这个当季水果堪称“营养小矿”,营养与健康,2026-01-23,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202601/t20260123_314776.html,published
cdc_k_314864,knowledge,腊八粥里的健康密码：一碗粥中的全谷物智慧,营养与健康,2026-01-30,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202601/t20260130_314864.html,published
cdc_k_314948,knowledge,立春时节话咬春,营养与健康,2026-02-05,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202602/t20260205_314948.html,published
cdc_k_315185,knowledge,腊月二十六，教你去买肉,营养与健康,2026-02-24,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202602/t20260224_315185.html,published
cdc_k_315186,knowledge,二十五，磨豆腐——健康饮食中的“兜福”营养智慧,营养与健康,2026-02-24,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202602/t20260224_315186.html,published
cdc_k_315187,knowledge,一文带你了解尼帕病毒病及科学预防,传染病,2026-02-24,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/qtcr/202602/t20260224_315187.html,published
cdc_k_315197,knowledge,健康过大年 置办年货有妙招,营养与健康,2026-02-25,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202602/t20260225_315197.html,published
cdc_k_315214,knowledge,科学消毒，守护家庭健康环境,环境健康,2026-02-27,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/xdgr/202602/t20260227_315214.html,published
cdc_k_315261,knowledge,4个汤圆=一碗米饭？元宵节“甜蜜不增负担”的推荐吃法,营养与健康,2026-03-03,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202603/t20260303_315261.html,published
cdc_k_315274,knowledge,雨水时节：春醒食养，健脾祛湿,营养与健康,2026-03-04,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202603/t20260304_315274.html,published
cdc_k_315279,knowledge,国际HPV知晓日，科学预防措施,传染病,2026-03-05,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/qtcr/202603/t20260305_315279.html,published
cdc_k_315315,knowledge,孩子体重出现这种情况，跟肥胖一样危险！一定要警惕,营养与健康,2026-03-09,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/rqyy/202603/t20260309_315315.html,published
cdc_k_315316,knowledge,霉变水果，切除部分也危险，整颗丢弃保健康,传染病,2026-03-09,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/qtcr/202603/t20260309_315316.html,published
cdc_k_315833,knowledge,世界水日科普海报,环境健康,2026-03-23,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/hjjk/szljk/202603/t20260323_315833.html,published
cdc_k_315837,knowledge,2026年世界防治结核病日主题宣传海报发布,传染病,2026-03-23,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202603/t20260323_315837.html,published
cdc_k_315838,knowledge,春分时节话荠菜,营养与健康,2026-03-23,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/yyjk/swyy/202603/t20260323_315838.html,published
cdc_k_315905,knowledge,基孔肯雅热防控知识问答,传染病,2026-03-25,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202603/t20260325_315905.html,published
cdc_k_315906,knowledge,发热伴血小板减少综合征防控知识问答,传染病,2026-03-25,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202603/t20260325_315906.html,published
cdc_k_315992,knowledge,将基孔肯雅热和发热伴血小板减少综合征纳入乙类传染病管理的政策解读,传染病,2026-03-27,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202603/t20260327_315992.html,published
cdc_k_316126,knowledge,麻疹已接近消除，公众为什么仍要做好预防？,传染病,2026-04-02,中国疾病预防控制中心,https://www.chinacdc.cn/jkkp/crb/ycr/202604/t20260402_316126.html,published
cdc_n_1834942,news,中国疾控中心召开2026年全国疾控机构免疫规划业务工作会议,工作动态,2026-04-13,中国疾病预防控制中心,https://www.chinacdc.cn/gzdt/zxzb/202604/t20260413_1834942.html,published
cdc_n_1834952,news,中国疾控中心（中国预科院）工会开展“聚力向新程，健康伴我行”健步走活动,工作动态,2026-04-13,中国疾病预防控制中心,https://www.chinacdc.cn/gzdt/zxzb/202604/t20260413_1834952.html,published
cdc_n_1834993,news,赋能健康中国建设，共谋放射卫生新篇章——2026年全国放射卫生技术工作会议在海口召开,中心要闻,2026-04-13,中国疾病预防控制中心,https://www.chinacdc.cn/zxyw/202604/t20260414_1834993.html,published
cdc_n_1835016,news,中央第九巡视组巡视国家疾病预防控制局党组工作动员会召开,中心要闻,2026-04-15,中国疾病预防控制中心,https://www.chinacdc.cn/zxyw/202604/t20260414_1835016.html,published
cdc_n_1835026,news,中国疾控中心举办2026年全民国家安全教育日活动,工作动态,2026-04-15,中国疾病预防控制中心,https://www.chinacdc.cn/gzdt/zxzb/202604/t20260415_1835026.html,published
cdc_n_1835104,news,中心（院）组织总部退休人员参加义务植树和踏青活动,工作动态,2026-04-16,中国疾病预防控制中心,https://www.chinacdc.cn/gzdt/zxzb/202604/t20260416_1835104.html,published
cdc_n_1835133,news,中国疾控中心（中国预科院）开展“弘扬长征精神 赓续红色血脉”主题团日活动,工作动态,2026-04-17,中国疾病预防控制中心,https://www.chinacdc.cn/gzdt/zxzb/202604/t20260417_1835133.html,published
cdc_n_1835134,news,中国疾控中心（中国预科院）举办2026年疾控青年宣传能力提升主题拓展活动,工作动态,2026-04-17,中国疾病预防控制中心,https://www.chinacdc.cn/gzdt/zxzb/202604/t20260417_1835134.html,published
cdc_n_1835137,news,我中心参加2026年金砖国家级公共卫生机构线上会议,中心要闻,2026-04-19,中国疾病预防控制中心,https://www.chinacdc.cn/zxyw/202604/t20260419_1835137.html,published
cdc_n_1835259,news,2026年全国职业健康技术工作会议在天津召开,中心要闻,2026-04-22,中国疾病预防控制中心,https://www.chinacdc.cn/zxyw/202604/t20260422_1835259.html,published
cdc_n_1835260,news,北京大学医学部临床医学师生赴中心（院） 开展思政实践交流活动,工作动态,2026-04-22,中国疾病预防控制中心,https://www.chinacdc.cn/gzdt/zxzb/202604/t20260422_1835260.html,published
cdc_n_1835287,news,中国疾控中心（中国预科院）召开2026年度重点任务学术委员会论证会议,中心要闻,2026-04-23,中国疾病预防控制中心,https://www.chinacdc.cn/zxyw/202604/t20260423_1835287.html,published
cdc_n_1835295,news,疾控青年科学家联盟2026年第一期学术午餐会成功举办,中心要闻,2026-04-24,中国疾病预防控制中心,https://www.chinacdc.cn/zxyw/202604/t20260424_1835295.html,published
cdc_n_1835305,news,中心（院）召开直属单位发展规划专题会,中心要闻,2026-04-25,中国疾病预防控制中心,https://www.chinacdc.cn/zxyw/202604/t20260425_1835305.html,published
cdc_n_1835306,news,中国疾病预防控制中心（中国预防医学科学院）召开2026年第一次中层干部会议,中心要闻,2026-04-25,中国疾病预防控制中心,https://www.chinacdc.cn/zxyw/202604/t20260425_1835306.html,published
cdc_n_1835307,news,盖茨基金会专家一行访问我中心,中心要闻,2026-04-25,中国疾病预防控制中心,https://www.chinacdc.cn/zxyw/202604/t20260425_1835307.html,published
cdc_n_1835309,news,研究生院举办2025-2026学年第五期疾控讲堂研究生专题讲座,工作动态,2026-04-25,中国疾病预防控制中心,https://www.chinacdc.cn/gzdt/zxzb/202604/t20260425_1835309.html,published
