year,category,indicator_name,indicator_value,unit,source_url,retrieved_date
1993,大城市,慢性病患病率（其中：类关节炎）,10.8,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,小城市,慢性病患病率（其中：类关节炎）,11.1,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,一类农村,慢性病患病率（其中：糖尿病）,0.7,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,三类农村,慢性病患病率（其中：糖尿病）,0.3,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,中城市,慢性病患病率（其中：糖尿病）,7.1,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,二类农村,慢性病患病率（其中：糖尿病）,0.3,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,农村合计,慢性病患病率（其中：糖尿病）,0.4,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,四类农村,慢性病患病率（其中：糖尿病）,0.2,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,城乡合计,慢性病患病率（其中：糖尿病）,1.9,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,城市合计,慢性病患病率（其中：糖尿病）,6.4,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,大城市,慢性病患病率（其中：糖尿病）,9.2,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,小城市,慢性病患病率（其中：糖尿病）,3.2,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,一类农村,慢性病患病率（其中：老慢支）,12.8,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
1993,三类农村,慢性病患病率（其中：老慢支）,14,‰,https://www.phsciencedata.cn/Share/ky_sjml.jsp?id=a8c95cce-8e40-42f4-9ad0-af6a681a9bd8,2026-07-12
